libAndroid-ViewPagerIndicato.so,Android-ViewPagerIndicato,Android-ViewPagerIndicato,与ViewPager兼容的一个分页指示器库。地址：[https://github.com/JakeWharton/Android-ViewPagerIndicator],https://github.com/JakeWharton/Android-ViewPagerIndicator
libNineOldAndroids.so,NineOldAndroids,NineOldAndroids,NineOldAndroids 将 Honeycomb (Android 3.0) 的动画 API 扩展到了Android 1.0以上。,
libHoloEverywhere.so,HoloEverywhere,HoloEverywhere,在Android 4.0时，Google引入了新的主题风格—Holo，多数厂商都想统一界面设计UI，因此该库是更加具有兼容性的Holo主题库。地址：[https://github.com/Prototik/HoloEverywhere],https://github.com/Prototik/HoloEverywhere
libAndroid-Datepicker.so,Android-Datepicker,Android-Datepicker,兼容Android 4.0的datepicker至Android 2.2。地址：[https://github.com/SimonVT/android-datepicker],https://github.com/SimonVT/android-datepicker
libSlidingMenu.so,SlidingMenu,SlidingMenu,SlidingMenu 能非常容易的让开发者实现程序的抽屉效果。地址：[https://github.com/jfeinstein10/SlidingMenu],https://github.com/jfeinstein10/SlidingMenu
libAppMsg.so,AppMsg,AppMsg,"优雅的弹出类似Toast的消息提示，支持3种状态Alert,Confirm以及Info。地址：[https://github.com/johnkil/Android-AppMsg]",https://github.com/johnkil/Android-AppMsg
libDrag-Sort-ListView.so,Drag-Sort-ListView,Drag-Sort-ListView,通过拖拽对已有的数据进行排序操作。地址: [https://github.com/bauerca/drag-sort-listview],https://github.com/bauerca/drag-sort-listview
libAndroid-Flip.so,Android-Flip,Android-Flip,轻松实现类似FlipBoard的翻页功能。地址：[https://github.com/openaphid/android-flip],https://github.com/openaphid/android-flip
libAndroid-PullToRefresh.so,Android-PullToRefresh,Android-PullToRefresh,Android下拉刷新组件。地址：[https://github.com/johannilsson/android-pulltorefresh],https://github.com/johannilsson/android-pulltorefresh
libActionBar-PullToRefresh.so,ActionBar-PullToRefresh,ActionBar-PullToRefresh,基于ActionBar的下拉刷新组件，在下拉的时候会替换掉ActionBar，显示更新中…,
libpicasso.so,picasso,picasso,程序中经常面临加载网络图片的情况，成熟做法：异步下载->缓存->显示，Picasso一行代码就可这三步轻松完成。地址：[http://square.github.io/picasso/],http://square.github.io/picasso/
libcardslib.so,cardslib,cardslib,在 App内使用卡片式布局。地址：[https://github.com/gabrielemariotti/cardslib],https://github.com/gabrielemariotti/cardslib
libAndroid-DragArea.so,Android-DragArea,Android-DragArea,Android拖拽排序，拖拽移动库。地址：[https://github.com/doffm/android-dragarea],https://github.com/doffm/android-dragarea
libAndroid-StaggeredGrid.so,Android-StaggeredGrid,Android-StaggeredGrid,Android拖拽排序，拖拽移动库。地址：[https://github.com/etsy/AndroidStaggeredGrid],https://github.com/etsy/AndroidStaggeredGrid
libFlipImageView.so,FlipImageView,FlipImageView,通过扩展ImageView，实现了ImageView的各种翻转效果。,
libSmoothProgressBar.so,SmoothProgressBar,SmoothProgressBar,平滑的ProgressBar，各种效果。,
libSuperToasts.so,SuperToasts,SuperToasts,支持Toast中显示Progressbar，显示图片，显示文等等效果。,
libAndroidFloatLabel.so,AndroidFloatLabel,AndroidFloatLabel,Android Textview 浮动提示。地址：[https://github.com/IanGClifton/AndroidFloatLabel],https://github.com/IanGClifton/AndroidFloatLabel
libcropper.so,cropper,cropper,Android截图和旋转库，轻松实现头像和一些场景下的图片操作。地址：[https://github.com/edmodo/cropper],https://github.com/edmodo/cropper
libStickyGridHeaders.so,StickyGridHeaders,StickyGridHeaders,给GridView加上Header。地址：[https://github.com/TonicArtos/StickyGridHeaders],https://github.com/TonicArtos/StickyGridHeaders
libBackground-ViewPage.so,Background-ViewPage,Background-ViewPage,支持背景图同时滑动的ViewPager。地址：[https://github.com/MoshDev/BackgroundViewPager],https://github.com/MoshDev/BackgroundViewPager
libGoogleStyle-Datatime-Picker.so,GoogleStyle-Datatime-Picker,GoogleStyle-Datatime-Picker,做的很精致的Google风格的时间选择器。地址：[https://github.com/Mirkoddd/GoogleDateTimePickers],https://github.com/Mirkoddd/GoogleDateTimePickers
libQuickSideBar.so,QuickSideBar,QuickSideBar,帮助快速查阅对应分组的侧边栏，可以配合任意列表。地址：[https://github.com/saiwu-bigkoo/Android-QuickSideBar],https://github.com/saiwu-bigkoo/Android-QuickSideBar
libAndroid-SlidingLayout.so,Android-SlidingLayout,Android-SlidingLayout,实现类似QQ、微信ListView和WebView的上拉下拉弹跳效果和iOS的ListView的果冻效果。地址：[https://github.com/HomHomLin/SlidingLayout/],https://github.com/HomHomLin/SlidingLayout/
libIndexableListView.so,IndexableListView,IndexableListView,ListView右侧会显示item首字母快捷索引，点击可快速滑动到某个item。地址：[https://github.com/woozzu/IndexableListView],https://github.com/woozzu/IndexableListView
libSwipeMenuListView.so,SwipeMenuListView,SwipeMenuListView,针对 ListView item 的侧滑菜单。地址：[https://github.com/baoyongzhang/SwipeMenuListView],https://github.com/baoyongzhang/SwipeMenuListView
libPullZoomView.so,PullZoomView,PullZoomView,支持下拉时 HeaderView 缩放的 ListView、ScrollView。地址：[https://github.com/Frank-Zhu/PullZoomView],https://github.com/Frank-Zhu/PullZoomView
libPullToZoomInListView.so,PullToZoomInListView,PullToZoomInListView,滑动 ListView 时使其 HeaderView 跟随滑动缩放。地址：[https://github.com/matrixxun/PullToZoomInListView],https://github.com/matrixxun/PullToZoomInListView
libCustomSwipeListView.so,CustomSwipeListView,CustomSwipeListView,支持左滑弹出自定义菜单，右滑删除且允许撤销，同时可以自定义滑动动画时间和滑动触发事件的时机等。地址：[https://github.com/xyczero/Android-CustomSwipeListView],https://github.com/xyczero/Android-CustomSwipeListView
libFlyRefresh.so,FlyRefresh,FlyRefresh,"支持 ListView, GridView, RecyclerView, ScrollView 的下拉刷新。地址：[https://github.com/race604/FlyRefresh]",https://github.com/race604/FlyRefresh
libDragLayout.so,DragLayout,DragLayout,使用 support.v4 包下的 ViewDragHelper 实现 QQ5.0 侧滑。地址：[https://github.com/BlueMor/DragLayout],https://github.com/BlueMor/DragLayout
libLDrawer.so,LDrawer,LDrawer,Material Design 形式的展开折叠 Icon。地址：[https://github.com/ikimuhendis/LDrawer],https://github.com/ikimuhendis/LDrawer
libDroppy.so,Droppy,Droppy,支持多种样式的下拉菜单。地址：[https://github.com/shehabic/Droppy],https://github.com/shehabic/Droppy
libAdvancedPagerSlidingTabStrip.so,AdvancedPagerSlidingTabStrip,AdvancedPagerSlidingTabStrip,一个完美兼容ViewPager的导航栏组件；可以自定义TabView；能动态加载Tab上的Icon图片； 能显示Tab的消息数量和提示小圆点；支持自定义为微博形式的可滑动tab。地址：[https://github.com/HomHomLin/AdvancedPagerSlidingTabStrip],https://github.com/HomHomLin/AdvancedPagerSlidingTabStrip
libConvenientBanner.so,ConvenientBanner,ConvenientBanner,通用的广告栏控件，让你轻松实现广告头效果。地址：[https://github.com/saiwu-bigkoo/Android-ConvenientBanner],https://github.com/saiwu-bigkoo/Android-ConvenientBanner
libAndroidImageSlider.so,AndroidImageSlider,AndroidImageSlider,Android 图片滑动。地址：[https://github.com/daimajia/AndroidImageSlider],https://github.com/daimajia/AndroidImageSlider
libNumberProgressBar.so,NumberProgressBar,NumberProgressBar,带圆形进度显示的进度条。地址：[https://github.com/Sefford/CircularProgressDrawable],https://github.com/Sefford/CircularProgressDrawable
libSectorProgressView.so,SectorProgressView,SectorProgressView,一个圆形或环形的进度显示控件，用圆中扇形的角度大小来表示进度信息。地址：[https://github.com/timqi/SectorProgressView],https://github.com/timqi/SectorProgressView
libToggleButton.so,ToggleButton,ToggleButton,状态切换的 Button。地址：[https://github.com/zcweng/ToggleButton],https://github.com/zcweng/ToggleButton
libMoneyTextView.so,MoneyTextView,MoneyTextView,一个支持加法运算的金额输入TextView。地址：[https://github.com/andyken/MoneyTextView],https://github.com/andyken/MoneyTextView
libPickerView.so,PickerView,PickerView,仿 iOS 的 PickerView 控件，有时间选择和选项选择并支持一二三级联动效果，TimePopupWindow 时间选择器，支持年月日时分，年月日，时分等格式；OptionsPopupWindow 选项选择器，支持一，二，三级选项选择，并且可以设置是否联动。地址：[https://github.com/saiwu-bigkoo/Android-PickerView],https://github.com/saiwu-bigkoo/Android-PickerView
libCountdownView.so,CountdownView,CountdownView,Android 倒计时控件，使用Canvas绘制，支持多种样式。地址：[https://github.com/iwgang/CountdownView],https://github.com/iwgang/CountdownView
libEmoticons-Keyboard.so,Emoticons-Keyboard,Emoticons-Keyboard,带表情情符号的自定义键盘。地址：[https://github.com/chiragjain/Emoticons-Keyboard],https://github.com/chiragjain/Emoticons-Keyboard
libSchematic.so,Schematic,Schematic,根据 SQLite 生成 ContentProvider。地址：[https://github.com/SimonVT/schematic],https://github.com/SimonVT/schematic
libcocos2d-x.so,cocos2d-x,cocos2d-x,跨平台的 2d 游戏框架，支持 Android、IOS、Linux、Windows 等众多平台。地址：[https://github.com/cocos2d/cocos2d-x],https://github.com/cocos2d/cocos2d-x
libreact-native.so,react-native,react-native,"这个是 Facebook 在 React.js Conf 2015 大会上推出的基于 JavaScript 的开源框架 React Native, 该框架结合了 Web 应用和 Native 应用的优势, 可以使用 JavaScript 来开发 iOS 和 Android 原生应用。地址:[https://github.com/facebook/react-native]",https://github.com/facebook/react-native
libandroid-best-practices.so,android-best-practices,android-best-practices,"Android 开发最佳实践, 里面所介绍的经验都是来自于 Futurice 公司 Android 开发者, 介绍内容有 Android 开发规范, 架构, 布局技巧, 以及使用一些有助于快速开发相关工具等等, 非常适合新手去学习。地址:[https://github.com/futurice/android-best-practices]",https://github.com/futurice/android-best-practices
libglide.so,glide,glide,"Glide 是 Google 员工的开源项目, 广泛应用于 Google 一些 App 上, 在2014年 Google I/O 大会上被推荐使用, Glide 和 Picasso 被人拿来比较研究过, Glide 与 Picasso 有 90% 的相似度, 但在一些细节上还是有点区别的, 各有各优缺点看君选择。地址:[https://github.com/bumptech/glide]",https://github.com/bumptech/glide
libHomeMirror.so,HomeMirror,HomeMirror,"开发者是由一名程序媛 Hannah Mittelstaedt , HomeMirror 是一款 Android 镜子应用, 目前它能实现日期, 时间, 天气, 生日信息, 事件提醒器, 骑车天气的推荐, 股票信息, XKCD 漫画网站的新帖等等。地址:[https://github.com/HannahMitt/HomeMirror]",https://github.com/HannahMitt/HomeMirror
libMaterialDesignLibrary.so,MaterialDesignLibrary,MaterialDesignLibrary,"这个库控件都是遵循了 Google Material Design 设计规范开发出来, 例如有: Flat Button, Rectangle Button, CheckBox, Switch, Progress bar circular indeterminate 等等。地址:[https://github.com/navasmdc/MaterialDesignLibrary]",https://github.com/navasmdc/MaterialDesignLibrary
libPhotoView.so,PhotoView,PhotoView,"PhotoView 是 ImageView 的子类, 支持所有 ImageView 的源生行为, 例如: 支持 Pinch 手势自由缩放, 支持双击放大/还原, 支持平滑滚动等等, 并且非常方便的与 ImageLoader/Picasso 之类的网络图片读取库集成使用, 还方便的与 ViewPager 等同样支持滑动手势的控件集成。地址:[https://github.com/chrisbanes/PhotoView]",https://github.com/chrisbanes/PhotoView
libRxAndroid.so,RxAndroid,RxAndroid,"由 JakeWharton 大神主导开发的项目, RxAndroid 是 RxJava 的一个针对 Android 平台的扩展, 主要用于 Android 开发。地址:[https://github.com/ReactiveX/RxAndroid]",https://github.com/ReactiveX/RxAndroid
libmaterial-dialogs.so,material-dialogs,material-dialogs,"Material Dialogs 是一个可高度定制易用, 符合 Material Design 风格的 Dialogs, 兼容 Android API8 以上版本, 个人使用感觉它完全可替代 Android 原生那个, 比原生那个更加简单易用。地址:[https://github.com/afollestad/material-dialogs]",https://github.com/afollestad/material-dialogs
libAndroid-ObservableScrollView.so,Android-ObservableScrollView,Android-ObservableScrollView,"ObservableScrollView 是一款用于在滚动视图中观测滚动事件的 Android 库, 它能够轻而易举地与 Android 5.0 Lollipop 引进的工具栏 (Toolbar) 进行交互, 还可以帮助开发者实现拥有 Material Design 应用视觉体验的界面外观, 支持ListView, ScrollView, WebView, RecyclerView, GridView组件。地址:[https://github.com/ksoichiro/Android-ObservableScrollView]",https://github.com/ksoichiro/Android-ObservableScrollView
libAndroid-Bootstrap.so,Android-Bootstrap,Android-Bootstrap,"Android 版的 Bootstrap, 利用这个库能够实现很多 Bootstrap 样式风格, 之前有学过 Html 的人就知道 Bootstrap 是什么玩意啦。地址:[https://github.com/Bearded-Hen/Android-Bootstrap]",https://github.com/Bearded-Hen/Android-Bootstrap
libAndroidSwipeLayout.so,AndroidSwipeLayout,AndroidSwipeLayout,"开发者是代码家, AndroidSwipeLayout 是一个支持ListView, GridView, ViewGroup等等左右上下滑动出操作菜单, 类似 qq 消息列表向左滑动显示出多某条信息的操作菜单。地址:[https://github.com/daimajia/AndroidSwipeLayout]",https://github.com/daimajia/AndroidSwipeLayout
libdagger.so,dagger,dagger,"Dagger 是 Square 公司出品的一个针对 Android 和 Java 的快速依赖注入器, 能够有效减少你敲代码量。地址:[https://github.com/square/dagger]",https://github.com/square/dagger
libListViewAnimations.so,ListViewAnimations,ListViewAnimations,"一个轻轻松松给 Android ListView 添加动画效果的库, 支持的动画有: Alpha, SwingRightIn, SwingLeftIn, SwingBottomIn, SwingRightIn and ScaleIn等等, 使用它能很容易就实现帅爆的效果。地址:[https://github.com/nhaarman/ListViewAnimations]",https://github.com/nhaarman/ListViewAnimations
libAndroidViewAnimations.so,AndroidViewAnimations,AndroidViewAnimations,"开发者是代码家, 这个库实现很多很酷炫的 Android 动画, 动画效果是借鉴 Animate.css 来实现的, 非常酷, 而且这个使用起来也是非常简单。地址:[https://github.com/daimajia/AndroidViewAnimations]",https://github.com/daimajia/AndroidViewAnimations
libAndroidSlidingUpPanel.so,AndroidSlidingUpPanel,AndroidSlidingUpPanel,"AndroidSlidingUpPanel 是一个上拉面板, 就是向上滑动的时候往上飞出一个显示面板控件, 该库效果在 Google Music, Google Maps and Rdio等 App 应用到。地址:[https://github.com/umano/AndroidSlidingUpPanel]",https://github.com/umano/AndroidSlidingUpPanel
libMaterialDrawer.so,MaterialDrawer,MaterialDrawer,"MaterialDrawer 是一个类似 Google 官方 NavigationView 侧滑显示控件, 个人认为 NavigationView 并没有 MaterialDrawer 实用, 因为 NavigationView 自由度不是很好, 很多都写死了不可以自由定义布局, 而 MaterialDrawer 能够实现跟 NavigationView 一样的效果, 同时还支持自定义效果, 自由度非常高。地址:[https://github.com/mikepenz/MaterialDrawer]",https://github.com/mikepenz/MaterialDrawer
libMaterial-Animations.so,Material-Animations,Material-Animations,"Material-Animations 是一个很好过渡动画库, 可以应用于 Activity 与 Activity 之间的跳转, Fragment 与 Fragment 之间的跳转, 以及各个 View 变化前后的过渡动画。地址:[https://github.com/lgvalle/Material-Animations]",https://github.com/lgvalle/Material-Animations
libMaterialViewPager.so,MaterialViewPager,MaterialViewPager,一个简单易用 Material Design 风格的 ViewPager 库。地址:[https://github.com/florent37/MaterialViewPager],https://github.com/florent37/MaterialViewPager
libstetho.so,stetho,stetho,"Stetho是 Facebook 出品的一个强大的 Android 调试工具,使用该工具你可以在 Chrome Developer Tools查看App的布局, 网络请求(仅限使用Volley, okhttp的网络请求库), sqlite, preference, 一切都是可视化的操作,无须自己在去使用adb, 也不需要root你的设备。地址:[https://github.com/facebook/stetho]",https://github.com/facebook/stetho
libAndroid-Ultra-Pull-To-Refresh.so,Android-Ultra-Pull-To-Refresh,Android-Ultra-Pull-To-Refresh,"开发者是廖祜秋, 这个是一个非常强大的下拉刷新库, 继承 ViewGroup 可以包含任何 View, 功能甚至比 SwipeRefreshLayout 强大, 使用起来也非常容易, 还可以自由定制自己的 UI 样式。地址:[https://github.com/liaohuqiu/android-Ultra-Pull-To-Refresh]",https://github.com/liaohuqiu/android-Ultra-Pull-To-Refresh
libotto.so,otto,otto,"Otto 是 Square 公司出的一个事件库 (pub/sub 模式), 用来简化应用程序组件之间的通讯, otto 修改自 Google 的 Guava 库, 专门为 Android 平台进行了优化, 与上面介绍的 EventBus 相比, 两个库各有各的优点, 完全取决于我们自己项目的需求来选择它们哪一个。地址:[https://github.com/square/otto]",https://github.com/square/otto
librealm.so,realm,realm,"Realm 一个轻量的 Android 版本的数据存储库, 比 Android 原生系统的 SQLite 更加简洁快速对数据进行操作。地址:[https://github.com/realm/realm-java]",https://github.com/realm/realm-java
libAndroid-CleanArchitecture.so,Android-CleanArchitecture,Android-CleanArchitecture,"CleanArchitecture 是一个非常典型使用 MVP 架构的项目, 大家如果还没有理解 MVP 架构的可以看看这个项目。地址:[https://github.com/android10/Android-CleanArchitecture]",https://github.com/android10/Android-CleanArchitecture
libStickyListHeaders.so,StickyListHeaders,StickyListHeaders,"StickyListHeaders 是一个实现能够固定在屏幕顶部的ListView Section Header库, 就是当前 section 的 header 固定在屏幕顶部, 当滑动到其他 section 时, 其他 section 的 header 会代替之前的 section 的 header, 固定到屏幕顶部, 类似于 Android4.0 的手机通讯录的效果。地址:[https://github.com/emilsjolander/StickyListHeaders]",https://github.com/emilsjolander/StickyListHeaders
libAppIntro.so,AppIntro,AppIntro,AppIntro 是一个让人轻松快速搭建漂亮酷炫的引导页库。地址:[https://github.com/AppIntro/AppIntro],https://github.com/AppIntro/AppIntro
libShowcaseView.so,ShowcaseView,ShowcaseView,"ShowcaseView 是一个非常适合用于对用户进行第一次使用进行指导的库,使用起来非常简单还可以自定义样式。地址:[https://github.com/amlcurran/ShowcaseView]",https://github.com/amlcurran/ShowcaseView
libCalligraphy.so,Calligraphy,Calligraphy,"Calligraphy 是一个用来简化 Android 应用使用自定义字体的类库, 该类库会自动查找应用中的 TextView 并设置其使用的字体。地址:[https://github.com/chrisjenx/Calligraphy]",https://github.com/chrisjenx/Calligraphy
libFloatingActionButton.so,FloatingActionButton,FloatingActionButton,"FloatingActionButton是一个悬浮操作按钮, 官方在 Support Design 包下也有封装一个类似这个库效果的 FloatingActionButton, 值得说明的是这个库是早在官方封装之前就存在的, 个人感觉这个库比官方那个更加好用。地址:[https://github.com/zendesk/android-floating-action-button]",https://github.com/zendesk/android-floating-action-button
libCircleImageView.so,CircleImageView,CircleImageView,"CircleImageView 是一个轻松帮你实现圆形效果 ImageView 图片库, CircleImageView 是基于 ImageView 扩展出来, 因此它拥有 ImageView 控件所有属性, 简单易用值得你使用的库。地址:[https://github.com/hdodenhof/CircleImageView]",https://github.com/hdodenhof/CircleImageView
libmaterial.so,material,material,"Material 是将 Material Design 风格控件封装在该库当中, 目前封装有Progress, Button, Switch, Slider, Spinner, Text Field, TabPageIndicator, SnackBar, Dialog, BottomSheetDialog, Dynamic theme。地址:[https://github.com/rey5137/material]",https://github.com/rey5137/material
